content,creationtime,location,productcolor
这款粉底液主要吸引我的就是奶油肌妆效，买的色号也刚好合适，也不卡粉，不会觉得干巴，它的颜色非常自然，不会让皮肤看起来假白。而且，它还有一定的控油效果，性价比超高的一款粉底液,2024-04-12 09:14:41,江苏,⭐【油皮/混油】小夜猫02#象牙色
content,creationtime,location,productcolor
用完黑色试用装，发现粉色更适合一级，客服又联系我换了粉色款，也给了试用装，很细腻，试用装也很耐用，用了好久还没用完。哈哈。,2024-03-22 09:20:34,河南,⭐第3代-P02自然百搭(干皮/混干)
这是我第一次用卡姿兰的粉底液，说实话，真的有被惊艳到，质地很细，颜色自然，这段时间我干皮多，但是用了不卡粉，也用了好久才来评价。,2024-04-14 22:58:09,四川,⭐【干皮推荐】小奶猫02#亮肤色
必须配合粉扑，否则不太好服帖，粉扑如果经过水润下，会更服帖，底妆效果会更好的，一大瓶感觉可以总好久好久，价格也很实惠的，,2024-03-21 11:55:26,北京,【干皮推荐】小奶猫01#玉瓷色
这个卡姿兰时刻沁润粉底液，用起来真的很不错！质地轻薄，上脸后很容易就能推开，不会有厚重感。而且，它的保湿效果也很好，用了一整天脸也不会觉得干。遮瑕力也过得去，一些小瑕疵都能遮住。最重要的是，它能让肤色看起来很自然，不会假白。价格也合理，性价比高。推荐给大家，这个粉底液，真心值得尝试！,2024-03-28 20:19:40,北京,⭐第3代-P02自然百搭(干皮/混干)
已经是回购多次了，黑黄皮的人，美白必备佳品，价格也很赞。很容易就能推开，不会干，也不会假白，感觉很自然。质地非常细腻，遮瑕效果也很好。,2024-03-30 23:47:29,山东,⭐【干皮推荐】小奶猫02#亮肤色
好久之前闺蜜推荐的卡姿兰小夜猫，一直没有入手，正好粉底液快用完了想着买个小夜猫试一试，真的是给我了个很大的惊喜，这么平价的粉底液竟然这么好用，乳状似的粉底液特别好推开，薄薄的特别服帖，瓶子设计也很nice，基本上挤一泵就够用了，有时候不够用就再多挤一点，体验感极佳。,2024-03-23 10:51:17,北京,⭐第3代-P02自然百搭(油皮/混油)
"分量还可以，泵头出液体也很顺溜，不卡粉，我是混干皮，整体用下来感受还可以。
没有很白，很贴肤，这个价位已经相当可以了！
还送了小样，还没用，",2024-04-16 10:53:01,河南,⭐第3代-P02自然百搭(干皮/混干)
这款粉底液主要吸引我的就是奶油肌妆效，买的色号也刚好合适，也不卡粉，不会觉得干巴，它的颜色非常自然，不会让皮肤看起来假白。而且，它还有一定的控油效果，性价比超高的一款粉底液,2024-04-12 09:14:41,江苏,⭐【油皮/混油】小夜猫02#象牙色
乳液整体外包装非常漂亮，看起来高端大气上档次。关键是乳液的保湿润肤效果还是很不错的，一点也不油腻，是我喜欢的清香味道，喜欢的姐 们妹可以试试。,2024-04-04 20:07:42,四川,⭐【干皮推荐】小奶猫02#亮肤色
content,creationtime,location,productcolor
用完黑色试用装，发现粉色更适合一级，客服又联系我换了粉色款，也给了试用装，很细腻，试用装也很耐用，用了好久还没用完。哈哈。,2024-03-22 09:20:34,河南,⭐第3代-P02自然百搭(干皮/混干)
这是我第一次用卡姿兰的粉底液，说实话，真的有被惊艳到，质地很细，颜色自然，这段时间我干皮多，但是用了不卡粉，也用了好久才来评价。,2024-04-14 22:58:09,四川,⭐【干皮推荐】小奶猫02#亮肤色
必须配合粉扑，否则不太好服帖，粉扑如果经过水润下，会更服帖，底妆效果会更好的，一大瓶感觉可以总好久好久，价格也很实惠的，,2024-03-21 11:55:26,北京,【干皮推荐】小奶猫01#玉瓷色
这个卡姿兰时刻沁润粉底液，用起来真的很不错！质地轻薄，上脸后很容易就能推开，不会有厚重感。而且，它的保湿效果也很好，用了一整天脸也不会觉得干。遮瑕力也过得去，一些小瑕疵都能遮住。最重要的是，它能让肤色看起来很自然，不会假白。价格也合理，性价比高。推荐给大家，这个粉底液，真心值得尝试！,2024-03-28 20:19:40,北京,⭐第3代-P02自然百搭(干皮/混干)
已经是回购多次了，黑黄皮的人，美白必备佳品，价格也很赞。很容易就能推开，不会干，也不会假白，感觉很自然。质地非常细腻，遮瑕效果也很好。,2024-03-30 23:47:29,山东,⭐【干皮推荐】小奶猫02#亮肤色
好久之前闺蜜推荐的卡姿兰小夜猫，一直没有入手，正好粉底液快用完了想着买个小夜猫试一试，真的是给我了个很大的惊喜，这么平价的粉底液竟然这么好用，乳状似的粉底液特别好推开，薄薄的特别服帖，瓶子设计也很nice，基本上挤一泵就够用了，有时候不够用就再多挤一点，体验感极佳。,2024-03-23 10:51:17,北京,⭐第3代-P02自然百搭(油皮/混油)
"分量还可以，泵头出液体也很顺溜，不卡粉，我是混干皮，整体用下来感受还可以。
没有很白，很贴肤，这个价位已经相当可以了！
还送了小样，还没用，",2024-04-16 10:53:01,河南,⭐第3代-P02自然百搭(干皮/混干)
这款粉底液主要吸引我的就是奶油肌妆效，买的色号也刚好合适，也不卡粉，不会觉得干巴，它的颜色非常自然，不会让皮肤看起来假白。而且，它还有一定的控油效果，性价比超高的一款粉底液,2024-04-12 09:14:41,江苏,⭐【油皮/混油】小夜猫02#象牙色
乳液整体外包装非常漂亮，看起来高端大气上档次。关键是乳液的保湿润肤效果还是很不错的，一点也不油腻，是我喜欢的清香味道，喜欢的姐 们妹可以试试。,2024-04-04 20:07:42,四川,⭐【干皮推荐】小奶猫02#亮肤色
一直用这个粉底液，不卡粉，持妆时间长，妆感自然，这款粉底液的保湿效果很不错，色号刚刚好适合我的肤色，提亮肤色效果明显，遮瑕效果很好，不会有脱妆现象&nbsp;，好评！,2024-03-22 11:39:16,辽宁,【油皮/混油】小夜猫01#瓷肌色
content,creationtime,location,productcolor
物流很快，昨晚上十一点半才下的单，上午就收到。客服态度很好，很耐心的帮助我。包装很好，质感细腻，遮瑕效果好，非常保湿，推荐购买。,2024-04-15 12:20:36,广东,⭐第3代-P02自然百搭(干皮/混干)
content,creationtime,location,productcolor
物流很快，昨晚上十一点半才下的单，上午就收到。客服态度很好，很耐心的帮助我。包装很好，质感细腻，遮瑕效果好，非常保湿，推荐购买。,2024-04-15 12:20:36,广东,⭐第3代-P02自然百搭(干皮/混干)
总体来说性价比很高，很适合油皮，目前没有发现浮粉的状况。整个包装也很有质感，瓶子手感很好（虽然不知道为啥会在意这个点），妆效很不错，松的粉扑也很好用。,2024-04-16 16:24:28,广西,第3代-W01黄皮偏白(油皮/混油)
content,creationtime,location,productcolor
物流很快，昨晚上十一点半才下的单，上午就收到。客服态度很好，很耐心的帮助我。包装很好，质感细腻，遮瑕效果好，非常保湿，推荐购买。,2024-04-15 12:20:36,广东,⭐第3代-P02自然百搭(干皮/混干)
总体来说性价比很高，很适合油皮，目前没有发现浮粉的状况。整个包装也很有质感，瓶子手感很好（虽然不知道为啥会在意这个点），妆效很不错，松的粉扑也很好用。,2024-04-16 16:24:28,广西,第3代-W01黄皮偏白(油皮/混油)
"产品包装：简单高级
产品质感：水润不搓泥，上联很服帖，色号很好👍
适合肤质：根据肤质拍，本人干皮，拍的干皮款
遮瑕效果：微瑕可以遮住，太瑕疵皮肤还是需要先使用下遮瑕产品，再上粉底液的
保湿效果：很好，带妆一天没脱妆
其他特色：平价好用，支持国货",2024-04-04 19:06:31,辽宁,⭐【干皮推荐】小奶猫02#亮肤色
content,creationtime,location,productcolor
物流很快，昨晚上十一点半才下的单，上午就收到。客服态度很好，很耐心的帮助我。包装很好，质感细腻，遮瑕效果好，非常保湿，推荐购买。,2024-04-15 12:20:36,广东,⭐第3代-P02自然百搭(干皮/混干)
总体来说性价比很高，很适合油皮，目前没有发现浮粉的状况。整个包装也很有质感，瓶子手感很好（虽然不知道为啥会在意这个点），妆效很不错，松的粉扑也很好用。,2024-04-16 16:24:28,广西,第3代-W01黄皮偏白(油皮/混油)
"产品包装：简单高级
产品质感：水润不搓泥，上联很服帖，色号很好👍
适合肤质：根据肤质拍，本人干皮，拍的干皮款
遮瑕效果：微瑕可以遮住，太瑕疵皮肤还是需要先使用下遮瑕产品，再上粉底液的
保湿效果：很好，带妆一天没脱妆
其他特色：平价好用，支持国货",2024-04-04 19:06:31,辽宁,⭐【干皮推荐】小奶猫02#亮肤色
因为生完宝宝皮肤有点暗黄，用完之后皮肤感觉好了很多，自然还提肤色，味道清淡好闻，本人很喜欢，还有赠品，真是很划算物有所值,2024-04-04 17:03:42,黑龙江,第3代-W01黄皮偏白(干皮/混干)
content,creationtime,location,productcolor
物流很快，昨晚上十一点半才下的单，上午就收到。客服态度很好，很耐心的帮助我。包装很好，质感细腻，遮瑕效果好，非常保湿，推荐购买。,2024-04-15 12:20:36,广东,⭐第3代-P02自然百搭(干皮/混干)
总体来说性价比很高，很适合油皮，目前没有发现浮粉的状况。整个包装也很有质感，瓶子手感很好（虽然不知道为啥会在意这个点），妆效很不错，松的粉扑也很好用。,2024-04-16 16:24:28,广西,第3代-W01黄皮偏白(油皮/混油)
"产品包装：简单高级
产品质感：水润不搓泥，上联很服帖，色号很好👍
适合肤质：根据肤质拍，本人干皮，拍的干皮款
遮瑕效果：微瑕可以遮住，太瑕疵皮肤还是需要先使用下遮瑕产品，再上粉底液的
保湿效果：很好，带妆一天没脱妆
其他特色：平价好用，支持国货",2024-04-04 19:06:31,辽宁,⭐【干皮推荐】小奶猫02#亮肤色
因为生完宝宝皮肤有点暗黄，用完之后皮肤感觉好了很多，自然还提肤色，味道清淡好闻，本人很喜欢，还有赠品，真是很划算物有所值,2024-04-04 17:03:42,黑龙江,第3代-W01黄皮偏白(干皮/混干)
之前买过小野猫就挺好用的，新款出来后试了买一瓶，用了10多天比之前的老款更细腻，更奶油肌，易涂开，个人觉得很好用，值得入手,2024-04-04 20:16:48,辽宁,⭐第3代-P02自然百搭(干皮/混干)
content,creationtime,location,productcolor
物流很快，昨晚上十一点半才下的单，上午就收到。客服态度很好，很耐心的帮助我。包装很好，质感细腻，遮瑕效果好，非常保湿，推荐购买。,2024-04-15 12:20:36,广东,⭐第3代-P02自然百搭(干皮/混干)
总体来说性价比很高，很适合油皮，目前没有发现浮粉的状况。整个包装也很有质感，瓶子手感很好（虽然不知道为啥会在意这个点），妆效很不错，松的粉扑也很好用。,2024-04-16 16:24:28,广西,第3代-W01黄皮偏白(油皮/混油)
"产品包装：简单高级
产品质感：水润不搓泥，上联很服帖，色号很好👍
适合肤质：根据肤质拍，本人干皮，拍的干皮款
遮瑕效果：微瑕可以遮住，太瑕疵皮肤还是需要先使用下遮瑕产品，再上粉底液的
保湿效果：很好，带妆一天没脱妆
其他特色：平价好用，支持国货",2024-04-04 19:06:31,辽宁,⭐【干皮推荐】小奶猫02#亮肤色
因为生完宝宝皮肤有点暗黄，用完之后皮肤感觉好了很多，自然还提肤色，味道清淡好闻，本人很喜欢，还有赠品，真是很划算物有所值,2024-04-04 17:03:42,黑龙江,第3代-W01黄皮偏白(干皮/混干)
之前买过小野猫就挺好用的，新款出来后试了买一瓶，用了10多天比之前的老款更细腻，更奶油肌，易涂开，个人觉得很好用，值得入手,2024-04-04 20:16:48,辽宁,⭐第3代-P02自然百搭(干皮/混干)
京东购物方便快捷，次日达，刚好有满减活动，价格优惠。卡姿兰的产品都很喜欢，粉底液很细腻，不假白，唇膏颜色淡淡的，喜欢淡妆。,2024-04-13 17:42:08,广东,【油皮/混油】小夜猫03#自然色
content,creationtime,location,productcolor
物流很快，昨晚上十一点半才下的单，上午就收到。客服态度很好，很耐心的帮助我。包装很好，质感细腻，遮瑕效果好，非常保湿，推荐购买。,2024-04-15 12:20:36,广东,⭐第3代-P02自然百搭(干皮/混干)
总体来说性价比很高，很适合油皮，目前没有发现浮粉的状况。整个包装也很有质感，瓶子手感很好（虽然不知道为啥会在意这个点），妆效很不错，松的粉扑也很好用。,2024-04-16 16:24:28,广西,第3代-W01黄皮偏白(油皮/混油)
"产品包装：简单高级
产品质感：水润不搓泥，上联很服帖，色号很好👍
适合肤质：根据肤质拍，本人干皮，拍的干皮款
遮瑕效果：微瑕可以遮住，太瑕疵皮肤还是需要先使用下遮瑕产品，再上粉底液的
保湿效果：很好，带妆一天没脱妆
其他特色：平价好用，支持国货",2024-04-04 19:06:31,辽宁,⭐【干皮推荐】小奶猫02#亮肤色
因为生完宝宝皮肤有点暗黄，用完之后皮肤感觉好了很多，自然还提肤色，味道清淡好闻，本人很喜欢，还有赠品，真是很划算物有所值,2024-04-04 17:03:42,黑龙江,第3代-W01黄皮偏白(干皮/混干)
之前买过小野猫就挺好用的，新款出来后试了买一瓶，用了10多天比之前的老款更细腻，更奶油肌，易涂开，个人觉得很好用，值得入手,2024-04-04 20:16:48,辽宁,⭐第3代-P02自然百搭(干皮/混干)
京东购物方便快捷，次日达，刚好有满减活动，价格优惠。卡姿兰的产品都很喜欢，粉底液很细腻，不假白，唇膏颜色淡淡的，喜欢淡妆。,2024-04-13 17:42:08,广东,【油皮/混油】小夜猫03#自然色
还行吧，比之前用的好点,2021-10-08 10:58:29,无,【水润粉底液】干皮选02#亮肤色
content,creationtime,location,productcolor
物流很快，昨晚上十一点半才下的单，上午就收到。客服态度很好，很耐心的帮助我。包装很好，质感细腻，遮瑕效果好，非常保湿，推荐购买。,2024-04-15 12:20:36,广东,⭐第3代-P02自然百搭(干皮/混干)
总体来说性价比很高，很适合油皮，目前没有发现浮粉的状况。整个包装也很有质感，瓶子手感很好（虽然不知道为啥会在意这个点），妆效很不错，松的粉扑也很好用。,2024-04-16 16:24:28,广西,第3代-W01黄皮偏白(油皮/混油)
"产品包装：简单高级
产品质感：水润不搓泥，上联很服帖，色号很好👍
适合肤质：根据肤质拍，本人干皮，拍的干皮款
遮瑕效果：微瑕可以遮住，太瑕疵皮肤还是需要先使用下遮瑕产品，再上粉底液的
保湿效果：很好，带妆一天没脱妆
其他特色：平价好用，支持国货",2024-04-04 19:06:31,辽宁,⭐【干皮推荐】小奶猫02#亮肤色
因为生完宝宝皮肤有点暗黄，用完之后皮肤感觉好了很多，自然还提肤色，味道清淡好闻，本人很喜欢，还有赠品，真是很划算物有所值,2024-04-04 17:03:42,黑龙江,第3代-W01黄皮偏白(干皮/混干)
之前买过小野猫就挺好用的，新款出来后试了买一瓶，用了10多天比之前的老款更细腻，更奶油肌，易涂开，个人觉得很好用，值得入手,2024-04-04 20:16:48,辽宁,⭐第3代-P02自然百搭(干皮/混干)
京东购物方便快捷，次日达，刚好有满减活动，价格优惠。卡姿兰的产品都很喜欢，粉底液很细腻，不假白，唇膏颜色淡淡的，喜欢淡妆。,2024-04-13 17:42:08,广东,【油皮/混油】小夜猫03#自然色
还行吧，比之前用的好点,2021-10-08 10:58:29,无,【水润粉底液】干皮选02#亮肤色
第一次买这个牌子的用，感觉还可以，很服帖，不假白，也不爱卡粉，防水效果也可以，而且价格也很便宜，物所超值的感觉，会继续回购。,2024-04-14 18:36:29,四川,第3代-W01黄皮偏白(干皮/混干)
content,creationtime,location,productcolor
物流很快，昨晚上十一点半才下的单，上午就收到。客服态度很好，很耐心的帮助我。包装很好，质感细腻，遮瑕效果好，非常保湿，推荐购买。,2024-04-15 12:20:36,广东,⭐第3代-P02自然百搭(干皮/混干)
总体来说性价比很高，很适合油皮，目前没有发现浮粉的状况。整个包装也很有质感，瓶子手感很好（虽然不知道为啥会在意这个点），妆效很不错，松的粉扑也很好用。,2024-04-16 16:24:28,广西,第3代-W01黄皮偏白(油皮/混油)
"产品包装：简单高级
产品质感：水润不搓泥，上联很服帖，色号很好👍
适合肤质：根据肤质拍，本人干皮，拍的干皮款
遮瑕效果：微瑕可以遮住，太瑕疵皮肤还是需要先使用下遮瑕产品，再上粉底液的
保湿效果：很好，带妆一天没脱妆
其他特色：平价好用，支持国货",2024-04-04 19:06:31,辽宁,⭐【干皮推荐】小奶猫02#亮肤色
因为生完宝宝皮肤有点暗黄，用完之后皮肤感觉好了很多，自然还提肤色，味道清淡好闻，本人很喜欢，还有赠品，真是很划算物有所值,2024-04-04 17:03:42,黑龙江,第3代-W01黄皮偏白(干皮/混干)
之前买过小野猫就挺好用的，新款出来后试了买一瓶，用了10多天比之前的老款更细腻，更奶油肌，易涂开，个人觉得很好用，值得入手,2024-04-04 20:16:48,辽宁,⭐第3代-P02自然百搭(干皮/混干)
京东购物方便快捷，次日达，刚好有满减活动，价格优惠。卡姿兰的产品都很喜欢，粉底液很细腻，不假白，唇膏颜色淡淡的，喜欢淡妆。,2024-04-13 17:42:08,广东,【油皮/混油】小夜猫03#自然色
还行吧，比之前用的好点,2021-10-08 10:58:29,无,【水润粉底液】干皮选02#亮肤色
第一次买这个牌子的用，感觉还可以，很服帖，不假白，也不爱卡粉，防水效果也可以，而且价格也很便宜，物所超值的感觉，会继续回购。,2024-04-14 18:36:29,四川,第3代-W01黄皮偏白(干皮/混干)
给老妈买的，老妈一直用的都是卡姿兰的，老品牌了，用着很好，还送了粉扑，和粉底液小样，我自己用的散粉也是卡姿兰的，也很好用哦，会一直继续回购呢,2024-03-22 11:13:44,安徽,⭐【干皮推荐】小奶猫02#亮肤色
content,creationtime,location,productcolor
物流很快，昨晚上十一点半才下的单，上午就收到。客服态度很好，很耐心的帮助我。包装很好，质感细腻，遮瑕效果好，非常保湿，推荐购买。,2024-04-15 12:20:36,广东,⭐第3代-P02自然百搭(干皮/混干)
总体来说性价比很高，很适合油皮，目前没有发现浮粉的状况。整个包装也很有质感，瓶子手感很好（虽然不知道为啥会在意这个点），妆效很不错，松的粉扑也很好用。,2024-04-16 16:24:28,广西,第3代-W01黄皮偏白(油皮/混油)
"产品包装：简单高级
产品质感：水润不搓泥，上联很服帖，色号很好👍
适合肤质：根据肤质拍，本人干皮，拍的干皮款
遮瑕效果：微瑕可以遮住，太瑕疵皮肤还是需要先使用下遮瑕产品，再上粉底液的
保湿效果：很好，带妆一天没脱妆
其他特色：平价好用，支持国货",2024-04-04 19:06:31,辽宁,⭐【干皮推荐】小奶猫02#亮肤色
因为生完宝宝皮肤有点暗黄，用完之后皮肤感觉好了很多，自然还提肤色，味道清淡好闻，本人很喜欢，还有赠品，真是很划算物有所值,2024-04-04 17:03:42,黑龙江,第3代-W01黄皮偏白(干皮/混干)
之前买过小野猫就挺好用的，新款出来后试了买一瓶，用了10多天比之前的老款更细腻，更奶油肌，易涂开，个人觉得很好用，值得入手,2024-04-04 20:16:48,辽宁,⭐第3代-P02自然百搭(干皮/混干)
