content,creationtime,location,productcolor
腮红颜值超级高，颜色非常漂亮，上脸不会飞粉，非常适合新手，小小的一个很精致，有质感，补妆也方便，感觉显色效果还不错，上色后显得脸色红润，同事都觉得是我气色变好，真不敢相信这么平价的彩妆居然有这么好的质量,2024-04-12 00:31:04,山东,13#甜树莓【重磅新色】
content,creationtime,location,productcolor
宝贝已收到🎈，超级喜欢，颜值高又实用，超级喜欢！❥❥❥外观干净漂亮，做工很不错，没发现什么瑕疵，个人感觉大小也挺合适，找了很久选的这款，大爱！真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物,2024-04-11 13:18:06,新疆,02#八月杏
content,creationtime,location,productcolor
宝贝已收到🎈，超级喜欢，颜值高又实用，超级喜欢！❥❥❥外观干净漂亮，做工很不错，没发现什么瑕疵，个人感觉大小也挺合适，找了很久选的这款，大爱！真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物,2024-04-11 13:18:06,新疆,02#八月杏
真的超级喜欢，质量非常好，与卖家描述的一致！包装很好，颜值不错，质量也没有问题宝贝收到咯👌🏻，真的很棒呀！🌈质量真是没话说，非常满意！🆗开心开心😃真的很好，性价比也很高，质量也很好，物流也快啊！一天就到货了！质量没得说，跟专卖店一样，特别特别喜欢，而且价格优惠是正品很好用，价格便宜了很多，性价比超高，真的特别划算，包装也很高端大气上档次，值得购买,2024-04-11 13:18:48,新疆,15#清水蓝【重磅新色】
content,creationtime,location,productcolor
宝贝已收到🎈，超级喜欢，颜值高又实用，超级喜欢！❥❥❥外观干净漂亮，做工很不错，没发现什么瑕疵，个人感觉大小也挺合适，找了很久选的这款，大爱！真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物,2024-04-11 13:18:06,新疆,02#八月杏
真的超级喜欢，质量非常好，与卖家描述的一致！包装很好，颜值不错，质量也没有问题宝贝收到咯👌🏻，真的很棒呀！🌈质量真是没话说，非常满意！🆗开心开心😃真的很好，性价比也很高，质量也很好，物流也快啊！一天就到货了！质量没得说，跟专卖店一样，特别特别喜欢，而且价格优惠是正品很好用，价格便宜了很多，性价比超高，真的特别划算，包装也很高端大气上档次，值得购买,2024-04-11 13:18:48,新疆,15#清水蓝【重磅新色】
外包装漂亮，里面是土豆泥质地，软软的按下去，不算特别显色，所以涂多了也不用怕猴屁股，适合新手，喜欢！,2024-04-03 00:19:54,上海,02#八月杏
content,creationtime,location,productcolor
宝贝已收到🎈，超级喜欢，颜值高又实用，超级喜欢！❥❥❥外观干净漂亮，做工很不错，没发现什么瑕疵，个人感觉大小也挺合适，找了很久选的这款，大爱！真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物,2024-04-11 13:18:06,新疆,02#八月杏
真的超级喜欢，质量非常好，与卖家描述的一致！包装很好，颜值不错，质量也没有问题宝贝收到咯👌🏻，真的很棒呀！🌈质量真是没话说，非常满意！🆗开心开心😃真的很好，性价比也很高，质量也很好，物流也快啊！一天就到货了！质量没得说，跟专卖店一样，特别特别喜欢，而且价格优惠是正品很好用，价格便宜了很多，性价比超高，真的特别划算，包装也很高端大气上档次，值得购买,2024-04-11 13:18:48,新疆,15#清水蓝【重磅新色】
外包装漂亮，里面是土豆泥质地，软软的按下去，不算特别显色，所以涂多了也不用怕猴屁股，适合新手，喜欢！,2024-04-03 00:19:54,上海,02#八月杏
买了两款他家最火的颜色，这款非常浅粉，可以用来做提亮色，但老阿姨我用这种偏粉的提亮有点不适合了，偶尔用用可以，用的频率没有八月杏那款高，有点遗憾,2024-04-14 00:34:06,北京,10#野桃粉
content,creationtime,location,productcolor
宝贝已收到🎈，超级喜欢，颜值高又实用，超级喜欢！❥❥❥外观干净漂亮，做工很不错，没发现什么瑕疵，个人感觉大小也挺合适，找了很久选的这款，大爱！真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物,2024-04-11 13:18:06,新疆,02#八月杏
真的超级喜欢，质量非常好，与卖家描述的一致！包装很好，颜值不错，质量也没有问题宝贝收到咯👌🏻，真的很棒呀！🌈质量真是没话说，非常满意！🆗开心开心😃真的很好，性价比也很高，质量也很好，物流也快啊！一天就到货了！质量没得说，跟专卖店一样，特别特别喜欢，而且价格优惠是正品很好用，价格便宜了很多，性价比超高，真的特别划算，包装也很高端大气上档次，值得购买,2024-04-11 13:18:48,新疆,15#清水蓝【重磅新色】
外包装漂亮，里面是土豆泥质地，软软的按下去，不算特别显色，所以涂多了也不用怕猴屁股，适合新手，喜欢！,2024-04-03 00:19:54,上海,02#八月杏
买了两款他家最火的颜色，这款非常浅粉，可以用来做提亮色，但老阿姨我用这种偏粉的提亮有点不适合了，偶尔用用可以，用的频率没有八月杏那款高，有点遗憾,2024-04-14 00:34:06,北京,10#野桃粉
好多美妆博主推荐这个品牌的腮红膏呀，所以买来自己试试，在手臂上试色了，1号胭脂醉色号比较适合我的肤色，不会太浓，浅红适合春天的颜色。,2024-03-30 01:29:09,四川,01#胭脂醉
content,creationtime,location,productcolor
宝贝已收到🎈，超级喜欢，颜值高又实用，超级喜欢！❥❥❥外观干净漂亮，做工很不错，没发现什么瑕疵，个人感觉大小也挺合适，找了很久选的这款，大爱！真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物,2024-04-11 13:18:06,新疆,02#八月杏
真的超级喜欢，质量非常好，与卖家描述的一致！包装很好，颜值不错，质量也没有问题宝贝收到咯👌🏻，真的很棒呀！🌈质量真是没话说，非常满意！🆗开心开心😃真的很好，性价比也很高，质量也很好，物流也快啊！一天就到货了！质量没得说，跟专卖店一样，特别特别喜欢，而且价格优惠是正品很好用，价格便宜了很多，性价比超高，真的特别划算，包装也很高端大气上档次，值得购买,2024-04-11 13:18:48,新疆,15#清水蓝【重磅新色】
外包装漂亮，里面是土豆泥质地，软软的按下去，不算特别显色，所以涂多了也不用怕猴屁股，适合新手，喜欢！,2024-04-03 00:19:54,上海,02#八月杏
买了两款他家最火的颜色，这款非常浅粉，可以用来做提亮色，但老阿姨我用这种偏粉的提亮有点不适合了，偶尔用用可以，用的频率没有八月杏那款高，有点遗憾,2024-04-14 00:34:06,北京,10#野桃粉
好多美妆博主推荐这个品牌的腮红膏呀，所以买来自己试试，在手臂上试色了，1号胭脂醉色号比较适合我的肤色，不会太浓，浅红适合春天的颜色。,2024-03-30 01:29:09,四川,01#胭脂醉
颜色很嫩，质地细腻软糯，不飞粉，送了小刷子很好用，这两个色号都比较日常，上班通勤必备，没有色差，上脸显色度也不错，很提气色,2024-02-20 10:35:37,四川,02#八月杏
content,creationtime,location,productcolor
宝贝已收到🎈，超级喜欢，颜值高又实用，超级喜欢！❥❥❥外观干净漂亮，做工很不错，没发现什么瑕疵，个人感觉大小也挺合适，找了很久选的这款，大爱！真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物,2024-04-11 13:18:06,新疆,02#八月杏
真的超级喜欢，质量非常好，与卖家描述的一致！包装很好，颜值不错，质量也没有问题宝贝收到咯👌🏻，真的很棒呀！🌈质量真是没话说，非常满意！🆗开心开心😃真的很好，性价比也很高，质量也很好，物流也快啊！一天就到货了！质量没得说，跟专卖店一样，特别特别喜欢，而且价格优惠是正品很好用，价格便宜了很多，性价比超高，真的特别划算，包装也很高端大气上档次，值得购买,2024-04-11 13:18:48,新疆,15#清水蓝【重磅新色】
外包装漂亮，里面是土豆泥质地，软软的按下去，不算特别显色，所以涂多了也不用怕猴屁股，适合新手，喜欢！,2024-04-03 00:19:54,上海,02#八月杏
买了两款他家最火的颜色，这款非常浅粉，可以用来做提亮色，但老阿姨我用这种偏粉的提亮有点不适合了，偶尔用用可以，用的频率没有八月杏那款高，有点遗憾,2024-04-14 00:34:06,北京,10#野桃粉
好多美妆博主推荐这个品牌的腮红膏呀，所以买来自己试试，在手臂上试色了，1号胭脂醉色号比较适合我的肤色，不会太浓，浅红适合春天的颜色。,2024-03-30 01:29:09,四川,01#胭脂醉
颜色很嫩，质地细腻软糯，不飞粉，送了小刷子很好用，这两个色号都比较日常，上班通勤必备，没有色差，上脸显色度也不错，很提气色,2024-02-20 10:35:37,四川,02#八月杏
种草很久了，非常喜欢的颜色，质地像土豆泥，可以用点彩刷，或者用手指粉扑，很好上色，提亮肤色，粉嘟嘟的很可爱，很便携，上妆很自然，而且贴妆很牢,2024-02-22 15:34:45,新疆,13#甜树莓【重磅新色】
content,creationtime,location,productcolor
宝贝已收到🎈，超级喜欢，颜值高又实用，超级喜欢！❥❥❥外观干净漂亮，做工很不错，没发现什么瑕疵，个人感觉大小也挺合适，找了很久选的这款，大爱！真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物,2024-04-11 13:18:06,新疆,02#八月杏
真的超级喜欢，质量非常好，与卖家描述的一致！包装很好，颜值不错，质量也没有问题宝贝收到咯👌🏻，真的很棒呀！🌈质量真是没话说，非常满意！🆗开心开心😃真的很好，性价比也很高，质量也很好，物流也快啊！一天就到货了！质量没得说，跟专卖店一样，特别特别喜欢，而且价格优惠是正品很好用，价格便宜了很多，性价比超高，真的特别划算，包装也很高端大气上档次，值得购买,2024-04-11 13:18:48,新疆,15#清水蓝【重磅新色】
外包装漂亮，里面是土豆泥质地，软软的按下去，不算特别显色，所以涂多了也不用怕猴屁股，适合新手，喜欢！,2024-04-03 00:19:54,上海,02#八月杏
买了两款他家最火的颜色，这款非常浅粉，可以用来做提亮色，但老阿姨我用这种偏粉的提亮有点不适合了，偶尔用用可以，用的频率没有八月杏那款高，有点遗憾,2024-04-14 00:34:06,北京,10#野桃粉
好多美妆博主推荐这个品牌的腮红膏呀，所以买来自己试试，在手臂上试色了，1号胭脂醉色号比较适合我的肤色，不会太浓，浅红适合春天的颜色。,2024-03-30 01:29:09,四川,01#胭脂醉
颜色很嫩，质地细腻软糯，不飞粉，送了小刷子很好用，这两个色号都比较日常，上班通勤必备，没有色差，上脸显色度也不错，很提气色,2024-02-20 10:35:37,四川,02#八月杏
种草很久了，非常喜欢的颜色，质地像土豆泥，可以用点彩刷，或者用手指粉扑，很好上色，提亮肤色，粉嘟嘟的很可爱，很便携，上妆很自然，而且贴妆很牢,2024-02-22 15:34:45,新疆,13#甜树莓【重磅新色】
颜色很嫩，感觉这两个色号比较百搭，不会很夸张，适合日常通勤，腮红质地软软糯糯的，上手很细腻，还送了刷子，显色度也不错，不会飞粉。,2024-02-20 10:33:06,四川,08#淡烟玫
content,creationtime,location,productcolor
宝贝已收到🎈，超级喜欢，颜值高又实用，超级喜欢！❥❥❥外观干净漂亮，做工很不错，没发现什么瑕疵，个人感觉大小也挺合适，找了很久选的这款，大爱！真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物,2024-04-11 13:18:06,新疆,02#八月杏
真的超级喜欢，质量非常好，与卖家描述的一致！包装很好，颜值不错，质量也没有问题宝贝收到咯👌🏻，真的很棒呀！🌈质量真是没话说，非常满意！🆗开心开心😃真的很好，性价比也很高，质量也很好，物流也快啊！一天就到货了！质量没得说，跟专卖店一样，特别特别喜欢，而且价格优惠是正品很好用，价格便宜了很多，性价比超高，真的特别划算，包装也很高端大气上档次，值得购买,2024-04-11 13:18:48,新疆,15#清水蓝【重磅新色】
外包装漂亮，里面是土豆泥质地，软软的按下去，不算特别显色，所以涂多了也不用怕猴屁股，适合新手，喜欢！,2024-04-03 00:19:54,上海,02#八月杏
买了两款他家最火的颜色，这款非常浅粉，可以用来做提亮色，但老阿姨我用这种偏粉的提亮有点不适合了，偶尔用用可以，用的频率没有八月杏那款高，有点遗憾,2024-04-14 00:34:06,北京,10#野桃粉
好多美妆博主推荐这个品牌的腮红膏呀，所以买来自己试试，在手臂上试色了，1号胭脂醉色号比较适合我的肤色，不会太浓，浅红适合春天的颜色。,2024-03-30 01:29:09,四川,01#胭脂醉
颜色很嫩，质地细腻软糯，不飞粉，送了小刷子很好用，这两个色号都比较日常，上班通勤必备，没有色差，上脸显色度也不错，很提气色,2024-02-20 10:35:37,四川,02#八月杏
种草很久了，非常喜欢的颜色，质地像土豆泥，可以用点彩刷，或者用手指粉扑，很好上色，提亮肤色，粉嘟嘟的很可爱，很便携，上妆很自然，而且贴妆很牢,2024-02-22 15:34:45,新疆,13#甜树莓【重磅新色】
颜色很嫩，感觉这两个色号比较百搭，不会很夸张，适合日常通勤，腮红质地软软糯糯的，上手很细腻，还送了刷子，显色度也不错，不会飞粉。,2024-02-20 10:33:06,四川,08#淡烟玫
好看是好看，但是不持久,2023-09-20 15:31:18,甘肃,01#胭脂醉
content,creationtime,location,productcolor
宝贝已收到🎈，超级喜欢，颜值高又实用，超级喜欢！❥❥❥外观干净漂亮，做工很不错，没发现什么瑕疵，个人感觉大小也挺合适，找了很久选的这款，大爱！真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物,2024-04-11 13:18:06,新疆,02#八月杏
真的超级喜欢，质量非常好，与卖家描述的一致！包装很好，颜值不错，质量也没有问题宝贝收到咯👌🏻，真的很棒呀！🌈质量真是没话说，非常满意！🆗开心开心😃真的很好，性价比也很高，质量也很好，物流也快啊！一天就到货了！质量没得说，跟专卖店一样，特别特别喜欢，而且价格优惠是正品很好用，价格便宜了很多，性价比超高，真的特别划算，包装也很高端大气上档次，值得购买,2024-04-11 13:18:48,新疆,15#清水蓝【重磅新色】
外包装漂亮，里面是土豆泥质地，软软的按下去，不算特别显色，所以涂多了也不用怕猴屁股，适合新手，喜欢！,2024-04-03 00:19:54,上海,02#八月杏
买了两款他家最火的颜色，这款非常浅粉，可以用来做提亮色，但老阿姨我用这种偏粉的提亮有点不适合了，偶尔用用可以，用的频率没有八月杏那款高，有点遗憾,2024-04-14 00:34:06,北京,10#野桃粉
好多美妆博主推荐这个品牌的腮红膏呀，所以买来自己试试，在手臂上试色了，1号胭脂醉色号比较适合我的肤色，不会太浓，浅红适合春天的颜色。,2024-03-30 01:29:09,四川,01#胭脂醉
颜色很嫩，质地细腻软糯，不飞粉，送了小刷子很好用，这两个色号都比较日常，上班通勤必备，没有色差，上脸显色度也不错，很提气色,2024-02-20 10:35:37,四川,02#八月杏
种草很久了，非常喜欢的颜色，质地像土豆泥，可以用点彩刷，或者用手指粉扑，很好上色，提亮肤色，粉嘟嘟的很可爱，很便携，上妆很自然，而且贴妆很牢,2024-02-22 15:34:45,新疆,13#甜树莓【重磅新色】
颜色很嫩，感觉这两个色号比较百搭，不会很夸张，适合日常通勤，腮红质地软软糯糯的，上手很细腻，还送了刷子，显色度也不错，不会飞粉。,2024-02-20 10:33:06,四川,08#淡烟玫
好看是好看，但是不持久,2023-09-20 15:31:18,甘肃,01#胭脂醉
通过朋友介绍过来看看的，女儿一眼看上这个色号，比较了好久下单，到货后使用效果绝对也是👌，脸上稍微抹上一点，感觉气色都变好了，粉嫩嫩的，特别好看，适合好多人群，值得购买。,2024-03-10 18:21:07,江苏,10#野桃粉
content,creationtime,location,productcolor
质感挺好的，但我不太会用，抹上假假的，很别扭。还是得学习化妆啊，对于我来说太难了。那么多好评，大家都用着很好吗。疑问，。唉,2024-01-27 11:03:39,河北,02#八月杏
content,creationtime,location,productcolor
质感挺好的，但我不太会用，抹上假假的，很别扭。还是得学习化妆啊，对于我来说太难了。那么多好评，大家都用着很好吗。疑问，。唉,2024-01-27 11:03:39,河北,02#八月杏
朋友推荐的，收到后已试用，颜色很喜欢，不夸张，浅浅的粉丝，适合日常淡妆使用！膏体本身摸上去有丢丢软，跟之前买的普通粉饼不大一样！,2024-03-05 15:46:33,北京,10#野桃粉
content,creationtime,location,productcolor
质感挺好的，但我不太会用，抹上假假的，很别扭。还是得学习化妆啊，对于我来说太难了。那么多好评，大家都用着很好吗。疑问，。唉,2024-01-27 11:03:39,河北,02#八月杏
朋友推荐的，收到后已试用，颜色很喜欢，不夸张，浅浅的粉丝，适合日常淡妆使用！膏体本身摸上去有丢丢软，跟之前买的普通粉饼不大一样！,2024-03-05 15:46:33,北京,10#野桃粉
